5	10.1972	14.6716	20.815	26.2655	29.1548	37.0359	42.7901	46.4527	49.7297	52.833	57.9492	64.3372	
10	10.1672	14.6386	20.7345	26.1614	29.0248	36.8606	42.422	46.1879	49.3707	52.2884	57.3069	63.5958	
15	10.1604	14.6308	20.7196	26.1548	29.009	36.8471	42.4015	46.1728	49.353	52.2467	57.2718	63.5319	
20	10.1577	14.6281	20.7139	26.1531	29.0035	36.843	42.396	46.1688	49.3496	52.2344	57.2638	63.5141	
25	10.1564	14.6266	20.7113	26.1523	29.0009	36.8415	42.3937	46.1677	49.3487	52.2293	57.2609	63.5062	
30	10.1552	14.6253	20.7088	26.1517	28.9985	36.8403	42.392	46.1669	49.3483	52.2251	57.2592	63.5	
35	10.1546	14.6246	20.7075	26.1513	28.9974	36.8397	42.391	46.1666	49.3482	52.2232	57.2585	63.4967	
40	10.1545	14.6245	20.7074	26.1513	28.9973	36.8396	42.3909	46.1665	49.3481	52.223	57.2583	63.4961	
45	10.1539	14.6241	20.7064	26.1511	28.9962	36.839	42.3904	46.1663	49.3481	52.2209	57.2576	63.4944	
50	10.1536	14.6239	20.7059	26.151	28.9957	36.8388	42.3902	46.1662	49.3481	52.22	57.2573	63.4936	
55	10.1534	14.6236	20.7054	26.1509	28.9953	36.8386	42.3898	46.1661	49.3481	52.2194	57.2571	63.4922	
60	10.1531	14.6234	20.7049	26.1508	28.9948	36.8383	42.3896	46.166	49.348	52.2185	57.2568	63.4913	
65	10.153	14.6232	20.7046	26.1507	28.9946	36.8383	42.3893	46.166	49.348	52.2184	57.2567	63.4903	
70	10.1529	14.6231	20.7044	26.1507	28.9943	36.8381	42.3892	46.1659	49.348	52.2179	57.2566	63.4898	
75	10.1529	14.623	20.7043	26.1506	28.9943	36.8381	42.3891	46.1659	49.348	52.2179	57.2565	63.4894	
80	10.1528	14.623	20.7042	26.1506	28.9941	36.838	42.389	46.1659	49.348	52.2176	57.2564	63.4894	
85	10.1526	14.6229	20.7039	26.1506	28.9939	36.8379	42.3889	46.1658	49.348	52.2172	57.2563	63.4887	
90	10.1526	14.6229	20.7039	26.1506	28.9939	36.8379	42.3889	46.1658	49.348	52.2172	57.2563	63.4888	
95	10.1525	14.6227	20.7037	26.1505	28.9937	36.8378	42.3887	46.1658	49.348	52.2169	57.2562	63.4883	
100	10.1524	14.6226	20.7035	26.1505	28.9935	36.8378	42.3886	46.1658	49.348	52.2166	57.2561	63.4878	
