5	10.9547	15.664	23.3187	29.5751	33.2022	43.0194	50.7062	55.3204	60.1854	67.9107	72.2041	81.8584	
10	10.3395	14.9013	21.3142	26.8802	30.0021	38.3112	44.3424	48.2061	51.8134	55.2436	60.7131	67.8826	
15	10.2485	14.7632	21.0053	26.4876	29.4731	37.5067	43.2752	47.0371	50.4502	53.6257	58.8166	65.5644	
20	10.2128	14.7051	20.8856	26.3446	29.2731	37.2167	42.8974	46.6621	49.9792	53.004	58.1621	64.6264	
25	10.195	14.6804	20.8271	26.2729	29.18	37.084	42.7178	46.4829	49.7519	52.7262	57.8435	64.2503	
30	10.1825	14.6627	20.7896	26.2347	29.1236	37.0086	42.6127	46.3921	49.6262	52.5775	57.6577	64.0113	
35	10.1766	14.6538	20.7709	26.2168	29.0937	36.9681	42.5599	46.3309	49.5542	52.496	57.5578	63.8871	
40	10.1731	14.6484	20.759	26.2004	29.0739	36.9371	42.5195	46.2925	49.5052	52.4337	57.485	63.7965	
45	10.1691	14.6437	20.7484	26.1902	29.0575	36.9172	42.4946	46.2658	49.4707	52.3872	57.437	63.7385	
50	10.1658	14.64	20.7397	26.1816	29.0445	36.9004	42.4705	46.2446	49.4453	52.3518	57.3994	63.6846	
55	10.1644	14.6375	20.735	26.1781	29.0381	36.8921	42.4603	46.2333	49.4318	52.3349	57.3797	63.6583	
60	10.1623	14.6354	20.7298	26.1733	29.0306	36.8828	42.4486	46.2223	49.4171	52.3154	57.3589	63.6318	
65	10.1614	14.6334	20.7264	26.1699	29.0256	36.8766	42.4393	46.2138	49.407	52.3033	57.3441	63.6091	
70	10.1602	14.6321	20.7236	26.1675	29.0215	36.8715	42.4331	46.2075	49.3992	52.2903	57.3327	63.5936	
75	10.1596	14.631	20.7216	26.165	29.0185	36.8671	42.4268	46.2016	49.3922	52.2813	57.3224	63.5802	
80	10.1589	14.6304	20.7199	26.1635	29.0158	36.8639	42.4232	46.1978	49.3874	52.2747	57.3154	63.5715	
85	10.1581	14.6293	20.7179	26.1619	29.0131	36.8606	42.4186	46.1935	49.3825	52.2679	57.3078	63.5595	
90	10.1577	14.629	20.7168	26.1606	29.0114	36.8584	42.4156	46.1909	49.3785	52.2629	57.3022	63.554	
95	10.1571	14.6282	20.7153	26.1597	29.0095	36.8563	42.413	46.1883	49.3755	52.2581	57.2978	63.5472	
100	10.1566	14.6277	20.7141	26.1588	29.008	36.8544	42.4106	46.1861	49.3729	52.254	57.2938	63.5411	
