5	10.1686	14.6398	20.7362	26.1589	29.0237	36.8577	42.4144	46.184	49.3612	52.2765	57.3054	63.5913	
10	10.1581	14.628	20.7139	26.1529	29.0042	36.8427	42.3953	46.1678	49.3482	52.2335	57.2619	63.5117	
15	10.1555	14.6253	20.7086	26.1516	28.9992	36.8403	42.3921	46.1667	49.348	52.2253	57.2587	63.4997	
20	10.1544	14.6245	20.707	26.1512	28.9971	36.8394	42.391	46.1664	49.348	52.2223	57.2579	63.4959	
25	10.1535	14.6237	20.7054	26.1509	28.9955	36.8386	42.3898	46.1661	49.348	52.2196	57.257	63.4923	
30	10.1532	14.6235	20.705	26.1508	28.9949	36.8384	42.3895	46.166	49.348	52.2188	57.2569	63.4914	
35	10.1528	14.6231	20.7042	26.1506	28.9943	36.8381	42.3891	46.1659	49.348	52.2177	57.2565	63.4897	
40	10.1527	14.623	20.7041	26.1506	28.9941	36.838	42.389	46.1659	49.348	52.2174	57.2564	63.4894	
45	10.1526	14.6229	20.7039	26.1506	28.9938	36.8379	42.3888	46.1658	49.348	52.217	57.2563	63.4888	
50	10.1526	14.6227	20.7035	26.1505	28.9938	36.8378	42.3888	46.1658	49.348	52.2169	57.2561	63.4881	
55	10.1524	14.6226	20.7033	26.1505	28.9935	36.8377	42.3886	46.1658	49.348	52.2164	57.256	63.4877	
60	10.1524	14.6226	20.7033	26.1505	28.9934	36.8377	42.3886	46.1658	49.348	52.2163	57.256	63.4876	
65	10.1523	14.6225	20.7032	26.1504	28.9932	36.8376	42.3885	46.1657	49.348	52.216	57.256	63.4874	
70	10.1522	14.6225	20.7031	26.1504	28.9931	36.8376	42.3884	46.1657	49.348	52.2159	57.2559	63.4871	
75	10.1522	14.6225	20.7031	26.1504	28.9931	36.8375	42.3884	46.1657	49.348	52.2158	57.2559	63.487	
80	10.1521	14.6224	20.703	26.1504	28.993	36.8375	42.3884	46.1657	49.348	52.2157	57.2558	63.4868	
85	10.1521	14.6224	20.7029	26.1504	28.9929	36.8375	42.3883	46.1657	49.348	52.2156	57.2558	63.4867	
90	10.1521	14.6224	20.7029	26.1504	28.993	36.8375	42.3883	46.1657	49.348	52.2156	57.2558	63.4866	
95	10.1521	14.6223	20.7028	26.1503	28.9929	36.8374	42.3883	46.1657	49.348	52.2155	57.2557	63.4865	
100	10.1521	14.6223	20.7028	26.1503	28.9929	36.8374	42.3883	46.1657	49.348	52.2155	57.2557	63.4864	
