5	10.7597	15.7198	23.2506	29.3754	32.9847	42.7876	49.0751	55.7385	60.0981	63.6252	73.7735	81.7226	
10	10.3314	14.923	21.3703	26.9216	29.9479	38.3346	44.1272	48.2363	51.7961	55.0425	61.3152	67.9287	
15	10.2459	14.7658	21.0229	26.4964	29.4412	37.4909	43.1641	47.1208	50.437	53.5083	59.05	65.5399	
20	10.2112	14.7111	20.8904	26.3451	29.2488	37.2154	42.8241	46.6998	49.9598	52.9793	58.199	64.6488	
25	10.1901	14.6798	20.8247	26.274	29.1621	37.0751	42.6658	46.5021	49.7424	52.6884	57.8649	64.2266	
30	10.1817	14.6666	20.7938	26.2358	29.1148	37.0082	42.5837	46.4049	49.6203	52.5583	57.6822	64.0233	
35	10.1745	14.6545	20.7701	26.2149	29.0844	36.9627	42.5338	46.3435	49.548	52.4728	57.5667	63.876	
40	10.1699	14.6489	20.7571	26.1982	29.0617	36.9332	42.5018	46.2961	49.4968	52.4124	57.4939	63.7856	
45	10.1674	14.6445	20.7483	26.1897	29.0507	36.915	42.4777	46.2733	49.4684	52.3756	57.4456	63.7317	
50	10.1662	14.6401	20.739	26.1823	29.0429	36.901	42.4629	46.2527	49.4458	52.3489	57.411	63.6853	
55	10.1634	14.6375	20.734	26.1772	29.0335	36.8903	42.4499	46.238	49.4297	52.3249	57.386	63.6531	
60	10.1626	14.6357	20.7303	26.1731	29.0293	36.8827	42.4408	46.2269	49.4166	52.3099	57.3655	63.6299	
65	10.1606	14.6341	20.727	26.1696	29.0228	36.8752	42.433	46.2166	49.4058	52.2952	57.3472	63.6096	
70	10.1598	14.6327	20.7241	26.1672	29.0194	36.8704	42.427	46.2104	49.3976	52.2854	57.3364	63.5933	
75	10.1592	14.6317	20.7222	26.1653	29.0169	36.8668	42.4226	46.2052	49.3916	52.2778	57.3264	63.5819	
80	10.1583	14.6305	20.7196	26.1632	29.0137	36.8629	42.4183	46.1995	49.386	52.2699	57.3169	63.5692	
85	10.1577	14.6297	20.7181	26.162	29.0117	36.8603	42.4151	46.1962	49.382	52.2642	57.3109	63.5609	
90	10.1577	14.6292	20.7168	26.1608	29.0108	36.8584	42.4128	46.1932	49.3785	52.2604	57.3056	63.554	
95	10.157	14.6285	20.7155	26.1597	29.0086	36.856	42.4101	46.1901	49.3752	52.2556	57.3001	63.5472	
100	10.1569	14.6281	20.7145	26.1589	29.0078	36.8545	42.4085	46.188	49.3726	52.2525	57.2959	63.5418	
